 74.7945969,13.0110583
 74.7947893,13.0103037
 74.79478934,13.01030373
 74.7947893,13.0103037
 74.79478934,13.01030373
 74.7947893,13.0103037
 74.7945969,13.0128081
74.79520847,13.01100653
74.7949231,13.0110851
74.79520847,13.01100653
74.7949388,13.0110805
74.7949588,13.0110809
74.7949214,13.0110865
74.79520847,13.01100653
74.79520847,13.01100653
74.7949154,13.0110885
74.7949348,13.0110775
74.7949383,13.011066
74.7949321,13.0110738
74.79520847,13.01100653
74.794959,13.011083
74.7949405,13.0110835
74.7949315,13.0110855
74.7949212,13.0110868
74.79520847,13.01100653
74.7949192,13.0110865
74.79520847,13.01100653
74.7949198,13.0110847
74.79520847,13.01100653
74.7949157,13.0110883
74.7949233,13.0110809
74.79484209,13.0108515
74.7948844,13.0110583
74.7948841,13.0110423
74.79484209,13.0108515
74.7948847,13.0110436
74.7948929,13.011062
74.79484209,13.0108515
74.7948927,13.011063
74.79484209,13.0108515
74.7948927,13.0110612
74.7948853,13.011043
74.79484209,13.0108515
74.7946974,13.0108958
74.7947149,13.0108255
74.7947257,13.0107741
74.794521,13.0107871
74.7946098,13.0107906
74.7944132,13.0107474
74.7943296,13.0107519
74.7943065,13.0107264
74.7942997,13.0107108
74.7942997,13.0106957
74.7942994,13.0106779
74.7942988,13.0106655
74.7943744,13.0103808
74.7944089,13.0103525
74.7945039,13.0103924
74.7945801,13.0104385
74.794607,13.0104384
74.7946257,13.0104369
74.7946365,13.0104343
74.7945386,13.0103964
74.7944901,13.0103778
74.7944396,13.0103869
74.7944123,13.0103723
74.7943075,13.0104269
74.7943034,13.0106469
74.7942976,13.0106788
74.794286,13.0106915
74.7942923,13.0107025
74.7942994,13.0107189
74.7943197,13.0107759
74.7941851,13.0107807
74.7940394,13.0108632
74.7939845,13.0109621
74.7939511,13.0110222
74.7939305,13.0110911
74.7941621,13.0114246
74.7942111,13.0113847
74.7942195,13.0113779
74.7941466,13.0115217
74.7941418,13.0116193
74.7941452,13.0118908
74.7941258,13.0119377
74.7941305,13.0120036
74.7941523,13.0120442
74.7941856,13.0123068
74.7942157,13.0123312
74.7942247,13.0123385
74.7942189,13.0122724
74.7941435,13.0121677
74.7941914,13.0121921
74.7942495,13.0123803
74.7942432,13.0124485
74.7942255,13.0124672
74.7942487,13.0124634
74.7942563,13.0124433
74.7942669,13.0123049
74.7942306,13.0124142
74.7942959,13.0124698
74.7942931,13.0123984
74.7942257,13.0123022
74.7942193,13.0121578
74.7941888,13.0121232
74.7941671,13.0121393
74.7941726,13.0121189
74.7941556,13.0121266
74.7941727,13.0121067
74.7942107,13.0120772
74.7942129,13.0121209
74.7942111,13.0121925
74.7942068,13.0122377
74.7942092,13.0123833
74.794199,13.0123065
74.7942461,13.0121124
74.7941815,13.0121244
74.7941518,13.0121303
74.7941987,13.0122166
74.7941934,13.0121568
74.7941798,13.0121637
74.7941651,13.0121659
74.7942283,13.0121771
74.7942044,13.012178
74.7941724,13.0121532
74.7941497,13.0121396
74.7941456,13.0121521
74.794152,13.0121777
74.7942032,13.0122113
74.7942164,13.0121918
74.7942089,13.0122359
74.794196,13.0122253
74.7941706,13.0121973
74.7941539,13.0121833
74.794158,13.0122577
74.7941455,13.0122943
74.7941151,13.0122457
74.7941213,13.0122621
74.7941285,13.0122344
74.7941278,13.0122139
74.7941592,13.0122597
74.7941512,13.0122518
74.794163,13.0122656
74.7941517,13.0122301
74.7941546,13.0122528
74.7941768,13.0122621
74.7941811,13.0122733
74.7941886,13.0123014
74.7941965,13.0123189
74.7941853,13.0123017
74.7941745,13.0122812
74.7941789,13.0123127
74.7941762,13.0123351
74.7941772,13.0122804
74.7941731,13.0122609
74.7941588,13.0122165
74.7941481,13.0121887
74.7941554,13.0122275
74.794158,13.0123472
74.7941597,13.0123624
74.7941474,13.0123726
74.7941356,13.0123664
74.7941315,13.0123529
74.7941314,13.0123426
74.7941317,13.012314
74.7941235,13.0123312
74.7941205,13.0123432
74.7941386,13.01235
74.7941563,13.0123273
74.7941661,13.0123214
74.7941447,13.0122826
74.7941363,13.0122418
74.7941353,13.0122236
74.7941261,13.0121823
74.7941197,13.0121637
74.7941231,13.0121503
74.794148,13.0121642
74.794156,13.0121687
74.7941907,13.0122412
74.79417,13.0122127
74.7941646,13.0122045
74.7941746,13.0121995
74.794172,13.0121906
74.7942646,13.0123591
74.7942438,13.0123346
74.794217,13.0122162
74.7942095,13.0122082
74.7942117,13.0121476
74.7942095,13.012136
74.7942367,13.0122003
74.7942725,13.0123179
74.7942561,13.0124068
74.7942787,13.0124393
74.7943025,13.0124559
74.7942405,13.0123724
74.7941943,13.0123103
74.7941797,13.0121808
74.79422828,13.01137067
74.7941861,13.0122119
74.7941715,13.0123251
74.7941961,13.0123294
74.7941864,13.0123399
74.7941669,13.0123472
74.7941709,13.0122907
74.7941789,13.012244
74.7941393,13.0122013
74.7941353,13.0122278
74.7941093,13.0121954
74.7941014,13.0121694
74.7949625,13.0110801
74.7949625,13.0110801
74.7949625,13.0110801
74.7949625,13.0114301
74.7949625,13.0114301
74.7949625,13.0082805
74.79453336,13.0111314
74.7949625,13.0082805
74.7945969,13.0110583
74.794394,13.0112193
74.7956938,13.0097239
74.7953282,13.0097021
74.794394,13.0112193
74.7953282,13.0097021
74.7947963,13.0102528
74.7948157,13.0102531
74.7948247,13.0102501
74.7948103,13.0106779
74.7948636,13.0107586
74.7948223,13.0108631
74.7948612,13.0109478
74.7948607,13.0109572
74.7945969,13.0110583
74.7948771,13.0110536
